Iterations,Scores
0,40
1,40
2,40
3,40
4,40
5,40
6,40
7,40
8,40
9,40
10,40
11,40
12,40
13,40
14,40
15,40
16,40
17,40
18,40
19,40
20,40
21,40
22,40
23,40
24,40
25,40
26,40
27,40
28,40
29,211
30,211
31,211
32,211
33,209
34,209
35,208
36,208
37,194
38,194
39,194
40,194
41,194
42,61
43,61
44,61
45,61
46,61
47,237
48,237
49,237
50,227
51,227
52,227
53,227
54,227
55,236
56,228
57,228
58,228
59,228
60,228
61,64
62,64
63,64
64,60
65,187
66,187
67,187
68,187
69,187
70,187
71,195
72,195
73,195
74,195
75,195
76,195
77,195
78,195
79,196
80,196
81,196
82,196
83,160
84,160
85,160
86,160
87,160
88,160
89,160
90,160
91,160
92,163
93,163
94,40
95,40
96,40
97,40
98,40
99,40
100,40
101,40
102,40
103,40
104,38
105,38
106,38
107,38
108,38
109,41
110,41
111,41
112,41
113,41
114,41
115,41
116,41
117,41
118,41
119,44
120,44
121,44
122,44
123,44
124,44
125,44
126,44
127,44
128,44
129,44
130,44
131,146
132,146
133,146
134,170
135,170
136,163
137,246
138,195
139,195
140,171
141,171
142,171
143,171
144,171
145,171
146,171
147,171
148,171
149,171
150,171
151,171
152,160
153,160
154,160
155,172
156,172
157,172
158,172
159,172
160,172
161,172
162,172
163,172
164,172
165,172
166,172
167,172
168,172
169,172
170,172
171,172
172,172
173,172
174,172
175,172
176,172
177,176
178,292
179,292
180,292
181,292
182,292
183,292
184,292
185,292
186,292
187,281
188,281
189,281
190,281
191,284
192,284
193,284
194,284
195,273
196,303
197,303
198,303
199,303
200,354
201,354
202,350
203,350
204,350
205,350
206,350
207,350
208,350
209,350
210,350
211,350
212,350
213,350
214,350
215,350
216,350
217,350
218,350
219,350
220,350
221,350
222,350
223,350
224,350
225,350
226,350
227,350
228,350
229,350
230,350
231,350
232,350
233,350
234,403
235,403
236,403
237,403
238,403
239,403
240,407
241,414
242,414
243,432
244,433
245,433
246,433
247,433
248,433
249,433
250,433
251,433
252,433
253,433
254,439
255,439
256,435
257,435
258,435
259,435
260,435
261,435
262,435
263,435
264,435
265,435
266,435
267,435
268,435
269,435
270,435
271,435
272,435
273,475
274,475
275,487
276,487
277,487
278,487
