Iterations,Scores
0,109
1,155
2,155
3,155
4,155
5,155
6,145
7,145
8,145
9,145
10,145
11,145
12,145
13,145
14,145
15,145
16,145
17,145
18,145
19,145
20,145
21,145
22,144
23,144
24,144
25,144
26,126
27,126
28,126
29,126
30,126
31,126
32,126
33,128
34,128
35,128
36,128
37,128
38,128
39,134
40,134
41,134
42,134
43,169
44,200
45,200
46,152
47,152
48,152
49,152
50,152
51,152
52,152
53,175
54,175
55,175
56,175
57,175
58,175
59,177
60,177
61,170
62,170
63,170
64,170
65,170
66,170
67,170
68,170
69,165
70,160
71,164
72,100
73,100
74,92
75,92
76,92
77,92
78,92
79,92
80,92
81,149
82,149
83,149
84,84
85,84
86,84
87,84
88,84
89,84
90,84
91,100
92,88
93,88
94,88
95,88
96,88
97,88
98,88
99,88
100,86
101,86
102,86
103,86
104,86
105,86
106,86
107,86
108,86
109,86
110,86
111,86
112,86
113,86
114,86
115,86
116,45
117,45
118,45
119,45
120,45
121,45
122,45
123,45
124,45
125,45
126,45
127,45
128,45
129,45
130,45
131,45
132,45
133,45
134,45
135,45
136,45
137,45
138,45
139,45
140,45
141,45
142,45
143,45
144,45
145,45
146,45
147,45
148,45
149,45
150,45
151,45
152,45
153,45
154,45
155,45
156,45
157,45
158,45
159,45
160,45
161,45
162,45
163,45
164,46
165,46
166,46
167,46
168,51
169,162
170,162
171,162
172,169
173,169
174,175
175,175
176,175
177,173
178,173
179,173
180,173
181,173
182,173
183,173
184,173
185,173
186,173
187,173
188,173
189,173
190,173
191,173
192,174
193,175
194,175
195,158
196,158
197,158
198,148
199,148
200,148
201,148
202,148
203,148
204,148
205,148
206,158
207,158
208,158
209,158
210,158
211,158
212,228
213,228
214,228
215,228
216,223
217,223
218,223
219,223
220,223
221,223
222,243
223,243
224,243
225,243
226,243
227,243
228,237
229,237
230,237
231,237
232,237
233,237
234,237
235,237
236,237
237,237
238,237
239,72
240,72
241,72
242,72
243,72
244,59
245,59
246,59
247,59
248,59
249,59
250,59
251,59
252,59
253,59
254,68
255,66
256,66
257,66
258,66
259,66
260,66
261,66
262,66
263,66
264,66
265,66
266,66
267,66
268,66
