Iterations,Scores
0,73
1,73
2,73
3,68
4,68
5,79
6,79
7,86
8,86
9,204
10,204
11,209
12,209
13,209
14,209
15,209
16,209
17,209
18,209
19,209
20,209
21,209
22,209
23,209
24,209
25,209
26,209
27,209
28,209
29,209
30,209
31,209
32,209
33,209
34,209
35,209
36,209
37,209
38,209
39,209
40,209
41,211
42,228
43,228
44,228
45,270
46,274
47,305
48,305
49,305
50,305
51,305
52,305
53,305
54,305
55,305
56,310
57,310
58,310
59,310
60,310
61,310
62,310
63,310
64,310
65,310
66,310
67,310
68,318
69,318
70,318
71,318
72,318
73,318
74,318
75,318
76,318
77,318
78,318
79,318
80,318
81,318
82,318
83,318
84,318
85,318
86,318
87,318
88,318
89,331
90,331
91,331
92,331
93,331
94,331
95,331
96,331
97,331
98,331
99,331
100,331
101,331
102,331
103,331
104,331
105,331
106,331
107,331
108,331
109,331
110,331
111,331
112,331
113,331
114,331
115,331
116,331
117,331
118,331
119,331
120,331
121,331
122,331
123,345
124,345
125,345
126,345
127,345
128,345
129,345
130,345
131,345
132,345
133,345
134,345
135,345
136,352
137,352
138,352
139,352
140,352
141,352
142,352
143,352
144,352
145,352
146,352
147,352
148,352
149,352
150,352
151,352
152,352
153,352
154,352
155,352
156,352
157,352
158,352
159,352
160,352
161,352
162,352
163,370
164,370
165,370
166,370
167,370
168,370
169,370
170,370
171,370
172,370
173,370
174,370
175,370
176,370
177,370
178,370
179,370
180,370
181,370
182,372
183,372
184,372
185,372
186,372
187,374
188,374
189,374
190,374
191,374
192,374
193,374
194,374
195,374
196,374
197,374
198,374
199,376
200,376
201,376
202,376
203,376
204,376
205,376
206,376
207,387
208,387
209,387
210,387
211,387
212,387
213,387
214,387
215,387
216,387
217,395
218,395
219,395
220,395
221,401
222,401
223,401
224,401
225,401
226,401
227,401
228,401
229,401
230,401
231,401
232,401
233,401
234,401
235,401
236,401
237,401
238,401
239,401
240,401
241,401
242,401
243,401
244,401
245,401
246,401
247,401
248,401
249,401
250,401
251,401
252,401
253,401
254,401
255,401
256,451
257,451
258,451
259,451
260,451
261,451
262,451
263,451
264,454
265,454
266,454
267,454
268,454
269,454
270,459
271,459
272,459
273,459
274,459
275,459
276,459
277,459
278,459
279,459
280,459
281,459
282,462
283,462
284,462
285,462
286,462
287,462
288,462
289,466
290,466
291,466
292,467
293,467
294,467
295,467
296,467
297,467
298,467
299,467
300,467
301,467
302,469
303,469
304,469
305,469
306,469
307,469
308,469
309,469
310,469
311,469
312,469
313,469
314,470
315,470
316,470
317,470
318,470
319,527
320,527
321,527
322,527
323,527
324,527
325,527
326,527
327,529
328,529
329,529
330,529
331,529
332,529
333,529
334,529
335,529
336,529
337,529
338,529
339,529
340,529
341,529
342,529
343,529
344,529
345,529
346,529
347,529
348,529
349,529
350,529
351,529
352,529
353,529
354,529
355,529
356,529
357,529
358,529
359,529
360,529
361,529
362,529
363,530
364,530
365,530
366,530
367,536
368,536
369,536
370,536
371,536
372,536
373,536
374,536
375,536
376,536
377,536
378,536
379,536
380,537
381,537
382,537
383,537
384,537
385,537
386,537
387,537
388,539
389,539
390,539
391,539
392,539
393,539
394,539
395,539
396,539
397,539
398,539
399,539
400,539
401,539
402,539
403,539
404,539
405,540
406,540
407,540
408,542
409,542
410,542
411,542
412,542
413,542
414,553
415,587
416,587
417,587
418,587
419,587
420,587
421,587
422,587
423,587
424,587
425,587
426,587
427,587
428,587
429,587
430,587
431,587
432,587
433,587
434,587
435,587
436,587
437,587
438,587
439,587
440,587
441,587
442,587
443,587
444,587
445,587
446,587
447,592
448,592
449,592
450,592
451,592
452,592
453,592
454,607
455,607
456,607
457,607
458,607
459,607
460,607
461,607
462,607
463,607
464,607
465,607
466,607
467,607
468,607
469,607
470,607
471,607
472,607
473,607
474,607
475,607
476,607
477,607
478,607
479,607
480,607
481,607
482,607
483,607
484,607
485,607
486,607
487,607
488,607
489,607
490,607
491,607
492,607
493,607
494,607
495,607
496,607
497,607
498,607
499,607
500,607
501,614
502,614
503,614
504,614
505,614
506,639
507,639
508,639
509,639
510,639
511,639
512,639
513,639
514,646
515,646
516,646
517,646
518,646
519,646
520,646
521,646
522,646
523,646
524,648
525,648
526,648
527,648
528,648
529,648
530,648
531,648
532,648
533,648
534,648
535,648
536,648
537,648
538,648
539,648
540,648
541,648
542,648
543,648
544,648
545,648
546,648
547,648
548,651
549,651
550,651
551,651
552,651
553,651
554,651
555,657
556,657
557,657
558,657
559,657
560,657
561,657
562,657
563,657
564,657
565,657
566,657
567,657
568,657
569,657
570,657
571,657
572,657
573,657
574,657
575,657
576,657
577,657
578,657
579,657
580,657
581,657
582,657
583,657
584,657
585,657
586,657
587,657
588,657
589,657
590,657
591,657
592,657
593,657
594,657
595,657
596,657
597,657
598,657
599,657
600,657
601,657
602,657
603,657
604,657
605,657
606,657
607,659
608,659
609,659
610,659
611,659
612,659
613,659
614,659
615,659
616,659
617,659
618,659
619,659
620,659
621,659
622,667
623,670
624,670
625,670
626,670
627,670
628,670
629,670
630,670
631,671
632,671
633,671
634,671
635,671
636,671
637,671
638,680
639,680
640,680
641,680
642,680
643,680
644,680
645,680
646,680
647,680
648,680
649,680
650,680
651,680
652,680
653,680
654,680
655,680
656,680
657,680
658,680
659,680
660,680
661,680
662,680
663,680
664,696
665,696
666,696
667,697
668,697
669,697
670,697
671,697
672,698
673,698
674,698
675,698
676,698
677,698
678,698
679,698
680,698
681,698
682,699
683,699
684,699
685,699
686,699
687,699
688,699
689,699
690,699
691,699
692,700
693,700
694,700
695,700
696,700
697,700
698,700
699,700
700,700
701,700
702,700
703,700
704,700
705,700
706,700
707,700
708,700
709,711
710,711
711,711
712,711
713,711
714,711
715,720
716,720
717,720
718,720
719,720
720,720
721,720
722,720
723,723
724,727
725,727
726,733
727,733
728,733
729,733
730,734
731,734
732,734
733,734
734,734
735,734
736,734
737,734
738,734
739,734
740,734
741,734
742,734
743,734
744,734
745,734
746,734
747,734
748,734
749,734
750,734
751,734
752,734
753,734
754,734
755,734
756,734
757,734
758,734
759,734
760,734
761,734
762,734
763,734
764,734
765,736
766,736
767,736
768,736
769,736
770,736
771,736
772,736
773,736
774,741
775,741
776,741
777,741
778,741
779,741
780,741
781,745
782,745
783,745
784,745
785,745
786,745
787,745
788,745
789,745
790,745
791,745
792,745
793,745
794,745
795,745
796,745
797,745
798,745
799,745
800,745
801,745
802,745
803,745
804,745
805,745
806,745
807,745
808,745
809,753
810,753
811,753
812,753
813,753
814,753
815,753
816,753
817,753
818,753
819,753
820,753
821,753
822,753
823,753
824,753
825,753
826,753
827,753
828,753
829,753
830,756
831,756
832,756
833,756
834,756
835,756
836,756
837,756
838,756
839,756
840,756
841,756
842,756
843,756
844,756
845,767
846,767
847,767
848,767
849,767
850,767
851,767
852,767
853,767
854,767
855,767
856,767
857,767
858,767
859,767
860,767
861,767
862,767
863,767
864,767
865,767
866,767
867,767
868,767
869,767
870,767
871,767
872,767
873,767
874,767
875,767
876,767
877,767
878,767
879,767
880,767
881,767
882,767
883,767
884,767
885,767
886,767
887,768
888,768
889,768
890,768
891,768
892,768
893,768
894,768
895,768
896,768
897,768
898,768
899,768
900,768
901,768
902,768
903,768
904,768
905,768
906,768
907,768
908,768
909,768
910,768
911,768
912,768
913,768
914,768
915,768
916,768
917,768
918,768
919,768
920,768
921,768
922,768
923,768
924,768
925,768
926,768
927,768
928,768
929,768
930,768
931,768
932,768
933,768
934,768
935,768
936,768
937,768
938,768
939,769
940,769
941,769
942,769
943,769
944,769
945,769
946,769
947,769
948,787
949,787
950,787
951,787
952,787
953,787
954,787
955,787
956,787
957,787
958,787
959,787
960,787
961,787
962,787
963,787
964,787
965,787
966,787
967,787
968,787
969,787
970,787
971,787
972,787
973,787
974,787
975,787
976,787
977,787
978,787
979,787
980,787
981,787
982,787
983,787
984,787
985,787
986,787
987,787
988,787
989,787
990,787
991,787
992,787
993,787
994,794
995,794
996,794
997,794
998,794
999,794
1000,794
1001,794
1002,794
1003,794
1004,794
1005,794
1006,794
1007,794
1008,794
1009,794
1010,794
1011,794
1012,794
1013,794
1014,794
1015,794
1016,794
1017,794
1018,800
1019,800
1020,800
1021,800
1022,800
1023,800
1024,800
1025,800
1026,800
1027,800
1028,800
1029,800
1030,800
1031,800
1032,800
1033,801
1034,801
1035,801
1036,801
1037,801
1038,801
1039,801
1040,801
1041,801
1042,801
1043,801
1044,801
1045,801
1046,801
1047,801
1048,801
1049,801
1050,801
1051,801
1052,801
1053,801
1054,801
1055,801
1056,801
1057,802
1058,802
1059,802
1060,802
1061,802
1062,802
1063,802
1064,802
1065,802
1066,804
1067,804
1068,804
1069,804
1070,804
1071,804
1072,804
1073,804
1074,804
1075,804
1076,804
1077,804
1078,804
1079,804
1080,804
1081,804
1082,804
1083,804
1084,804
1085,804
1086,804
1087,804
1088,804
1089,804
1090,804
1091,804
1092,804
1093,804
1094,804
1095,804
1096,804
1097,804
1098,804
1099,804
1100,804
1101,804
1102,804
1103,804
1104,804
1105,804
1106,804
1107,804
1108,804
1109,804
1110,804
1111,804
1112,804
1113,804
1114,804
1115,804
1116,804
1117,804
1118,804
1119,804
1120,804
1121,804
1122,804
1123,804
1124,807
1125,807
1126,807
1127,807
1128,807
1129,807
1130,807
1131,807
1132,807
1133,807
1134,807
1135,807
1136,807
1137,807
1138,807
1139,807
1140,807
1141,807
1142,807
1143,807
1144,807
1145,807
1146,821
1147,821
1148,821
1149,823
1150,823
1151,823
1152,823
1153,823
1154,823
1155,823
1156,823
1157,823
1158,823
1159,823
1160,823
1161,823
1162,823
1163,823
1164,823
1165,823
1166,823
1167,823
1168,823
1169,823
1170,823
1171,823
1172,823
1173,824
1174,824
1175,824
1176,824
1177,824
1178,824
1179,824
1180,824
1181,824
1182,824
1183,824
1184,824
1185,824
1186,824
1187,824
1188,824
1189,824
1190,824
1191,824
1192,824
1193,824
1194,824
1195,824
1196,824
1197,824
1198,824
1199,824
1200,824
1201,824
1202,824
1203,835
1204,835
1205,835
1206,835
1207,835
1208,835
1209,835
1210,835
1211,835
1212,835
1213,835
1214,835
1215,835
1216,835
1217,835
1218,835
1219,835
1220,835
1221,835
1222,835
1223,835
1224,835
1225,835
1226,835
1227,835
1228,835
1229,835
1230,835
1231,835
1232,835
1233,835
1234,835
1235,835
1236,835
1237,835
1238,835
1239,835
1240,835
1241,835
1242,835
1243,835
1244,835
1245,835
1246,835
1247,835
1248,835
1249,835
1250,835
1251,835
1252,835
1253,862
1254,866
1255,866
1256,866
1257,866
1258,872
1259,872
1260,872
1261,872
1262,872
1263,872
1264,872
1265,872
1266,872
1267,872
1268,872
1269,872
1270,872
1271,872
1272,872
1273,872
1274,872
1275,872
1276,872
1277,872
1278,872
1279,872
1280,875
1281,875
1282,875
1283,875
1284,875
1285,875
1286,875
1287,875
1288,875
1289,875
1290,877
1291,877
1292,877
1293,877
1294,877
1295,881
1296,908
1297,908
1298,908
1299,908
1300,912
1301,912
1302,912
1303,912
1304,912
1305,912
1306,912
1307,912
1308,912
1309,918
1310,918
1311,918
1312,918
1313,918
1314,918
1315,918
1316,918
1317,918
1318,918
1319,918
1320,918
1321,918
1322,918
1323,918
1324,918
1325,918
1326,918
1327,918
1328,918
1329,918
1330,918
1331,918
1332,918
1333,918
1334,918
1335,918
1336,918
1337,918
1338,918
1339,918
1340,918
1341,918
1342,919
1343,919
1344,919
1345,919
1346,919
1347,919
1348,919
1349,919
1350,919
1351,919
1352,919
1353,919
1354,919
1355,919
1356,919
1357,919
1358,919
1359,919
1360,919
1361,919
1362,919
1363,919
1364,919
1365,919
1366,919
1367,919
1368,919
1369,919
1370,919
1371,919
1372,919
1373,919
1374,919
1375,919
1376,919
1377,919
1378,919
1379,919
1380,919
1381,919
1382,919
1383,919
1384,919
1385,919
1386,919
1387,919
1388,919
1389,919
1390,919
1391,919
1392,919
1393,919
1394,919
1395,919
1396,919
1397,919
1398,919
1399,919
1400,919
1401,919
1402,919
1403,919
1404,919
1405,919
1406,919
1407,933
1408,933
1409,933
1410,933
1411,933
1412,933
1413,933
1414,933
1415,933
1416,933
1417,933
1418,933
1419,933
1420,933
1421,933
1422,933
1423,933
1424,933
1425,933
1426,933
1427,933
1428,933
1429,933
1430,933
1431,933
1432,940
1433,940
1434,940
1435,940
1436,940
1437,940
1438,940
1439,940
1440,940
1441,940
1442,940
1443,940
1444,940
1445,940
1446,940
1447,940
1448,940
1449,976
1450,976
1451,976
1452,976
1453,976
1454,976
1455,976
1456,976
1457,976
1458,976
1459,976
1460,976
1461,976
1462,976
1463,976
1464,976
1465,976
1466,976
1467,976
1468,976
1469,976
1470,976
1471,976
1472,976
1473,976
1474,976
1475,976
1476,976
1477,976
1478,976
1479,976
1480,976
1481,976
1482,976
1483,976
1484,976
1485,976
1486,976
1487,976
1488,976
1489,976
1490,976
1491,976
1492,976
1493,981
1494,981
1495,981
1496,981
1497,981
1498,981
1499,981
1500,981
