Iterations,Scores
0,81
1,81
2,81
3,81
4,81
5,81
6,81
7,81
8,81
9,81
10,81
11,81
12,81
13,81
14,81
15,81
16,81
17,81
18,81
19,81
20,81
21,81
22,81
23,81
24,83
25,83
26,83
27,83
28,83
29,83
30,83
31,83
32,83
33,83
34,83
35,83
36,83
37,83
38,83
39,87
40,87
41,87
42,87
43,87
44,87
45,87
46,87
47,87
48,87
49,87
50,87
51,87
52,87
53,87
54,87
55,87
56,87
57,87
58,87
59,87
60,87
61,87
62,87
63,87
64,87
65,87
66,87
67,87
68,87
69,87
70,87
71,139
72,139
73,139
74,139
75,139
76,139
77,139
78,139
79,139
80,139
81,139
82,139
83,139
84,139
85,139
86,139
87,139
88,139
89,139
90,139
91,139
92,139
93,139
94,139
95,139
96,139
97,139
98,139
99,148
100,148
101,148
102,148
103,148
104,148
105,148
106,148
107,148
108,148
109,148
110,148
111,148
112,148
113,148
114,148
115,148
116,148
117,148
118,148
119,148
120,148
121,148
122,148
123,148
124,148
125,148
126,148
127,148
128,148
129,148
130,148
131,148
132,148
133,148
134,148
135,148
136,148
137,148
138,148
139,148
140,148
141,148
142,206
143,206
144,206
145,206
146,206
147,206
148,237
149,237
150,237
151,237
152,237
153,238
154,239
155,239
156,239
157,239
158,239
159,239
160,239
161,239
162,239
163,239
164,239
165,248
166,248
167,248
168,248
169,248
170,248
171,248
172,248
173,248
174,248
175,248
176,248
177,248
178,248
179,248
180,250
181,250
182,250
183,250
184,250
185,250
186,250
187,250
188,250
189,250
190,250
191,250
192,250
193,250
194,250
195,250
196,251
197,251
198,251
199,251
200,251
201,251
202,251
203,251
204,251
205,251
206,251
207,251
208,251
209,251
210,251
211,251
212,251
213,251
214,294
215,294
216,294
217,294
218,294
219,311
220,311
221,311
222,311
223,311
224,311
225,311
226,311
227,311
228,311
229,311
230,311
231,311
232,311
233,311
234,311
235,311
236,311
237,311
238,311
239,311
240,311
241,312
242,316
243,316
244,321
245,322
246,322
247,322
248,371
249,388
250,388
251,388
252,388
253,391
254,391
255,391
256,395
257,395
258,395
259,395
260,395
261,395
262,395
263,395
264,395
265,395
266,395
267,395
268,395
269,395
270,395
271,399
272,399
273,399
274,399
275,399
276,399
277,399
278,401
279,405
280,405
281,405
282,405
283,405
284,405
285,405
