Iterations,Scores
0,130
1,130
2,130
3,130
4,130
5,130
6,129
7,178
8,178
9,178
10,238
11,238
12,238
13,238
14,238
15,238
16,238
17,238
18,238
19,238
20,263
21,263
22,263
23,259
24,259
25,259
26,259
27,143
28,143
29,143
30,143
31,143
32,143
33,143
34,143
35,143
36,143
37,143
38,143
39,134
40,134
41,134
42,134
43,134
44,134
45,134
46,134
47,134
48,134
49,134
50,134
51,134
52,134
53,78
54,78
55,78
56,78
57,78
58,87
59,87
60,87
61,105
62,105
63,105
64,105
65,105
66,105
67,105
68,103
69,103
70,103
71,103
72,103
73,103
74,103
75,127
76,127
77,127
78,127
79,127
80,127
81,127
82,127
83,127
84,127
85,127
86,127
87,127
88,209
89,209
90,209
91,209
92,208
93,208
94,208
95,208
96,208
97,208
98,208
99,204
100,204
101,204
102,204
103,204
104,204
105,204
106,204
107,204
108,204
109,223
110,223
111,227
112,227
113,227
114,227
115,227
116,227
117,227
118,239
119,239
120,239
121,239
122,239
123,306
124,306
125,306
126,306
127,304
128,304
129,304
130,304
131,304
132,304
133,304
134,304
135,304
136,304
137,304
138,304
139,304
140,304
141,304
142,306
143,306
144,306
145,306
146,305
147,306
148,305
149,305
150,305
151,305
152,305
153,305
154,305
155,305
156,307
157,307
158,307
159,307
160,307
161,307
162,307
163,307
164,307
165,307
166,307
167,321
168,321
169,321
170,321
171,321
172,321
173,321
174,321
175,321
176,321
177,321
178,321
179,321
180,321
181,321
182,334
183,334
184,334
185,334
186,334
187,334
188,334
189,334
190,334
191,334
192,334
193,334
194,334
195,334
196,334
197,334
198,334
199,334
200,334
201,341
202,341
203,341
204,341
205,341
206,408
207,408
208,408
209,408
210,408
211,408
212,408
213,419
214,419
215,419
216,419
217,419
218,419
219,419
220,428
221,428
222,428
223,428
224,428
225,428
226,428
227,428
228,428
229,428
230,428
231,428
232,428
233,428
234,428
235,428
236,428
237,428
238,428
239,428
240,428
241,428
242,428
243,428
244,428
245,428
246,428
247,428
248,428
249,428
250,428
251,428
252,428
253,428
254,429
255,429
256,429
257,429
258,432
259,432
260,432
261,432
262,432
263,432
264,432
265,445
266,445
267,445
268,445
269,462
270,462
271,462
272,462
273,462
274,462
275,462
276,462
277,462
278,462
279,462
280,462
281,486
282,486
283,486
284,486
285,486
286,486
287,486
288,486
289,501
290,501
291,501
292,501
293,518
294,518
295,518
296,518
297,518
298,518
299,518
300,518
301,518
302,519
303,519
304,519
305,519
306,519
307,519
308,519
309,519
310,519
311,519
312,519
313,519
314,519
315,519
316,519
317,519
318,519
319,519
320,519
321,519
322,519
323,555
324,555
325,555
326,555
327,555
328,560
329,560
330,560
331,560
332,560
333,560
334,560
335,560
336,560
337,560
338,560
339,560
340,560
341,560
342,560
343,560
344,560
345,560
346,560
347,560
348,560
349,560
350,560
351,560
352,560
353,560
354,560
355,560
356,560
357,560
358,560
359,560
360,560
361,560
362,560
363,560
364,560
365,560
366,560
367,560
368,560
369,560
370,571
371,571
372,571
373,571
374,571
375,571
376,571
377,571
378,571
379,571
380,571
381,571
382,588
383,591
384,591
385,591
386,591
387,591
388,591
389,591
390,591
391,591
392,591
393,602
394,602
395,602
396,602
397,602
398,602
399,602
400,602
401,602
402,602
403,602
404,602
405,602
406,602
407,602
408,602
409,602
410,602
411,602
412,602
413,602
414,602
415,602
416,602
417,602
418,603
419,603
420,603
421,603
422,603
423,603
424,603
425,603
426,603
427,603
428,603
429,603
430,603
431,603
432,603
433,603
434,603
435,603
436,603
437,603
438,612
439,612
440,612
441,612
442,612
443,612
444,612
445,612
446,612
447,612
448,612
449,612
450,612
451,612
452,612
453,612
454,612
455,612
456,612
457,612
458,612
459,612
460,612
461,612
462,612
463,619
464,619
465,619
466,620
467,620
468,620
469,620
470,620
471,620
472,620
473,620
474,622
475,622
476,622
477,622
478,622
479,622
480,622
481,622
482,622
483,622
484,622
485,622
486,622
487,622
488,622
489,622
490,622
491,622
492,622
493,622
494,622
495,622
496,622
497,622
498,622
499,622
500,622
501,622
502,622
503,622
504,622
505,622
506,622
507,622
508,622
509,622
510,622
511,622
512,622
513,622
514,622
515,622
516,622
517,622
518,622
519,622
520,622
521,622
522,622
523,622
524,622
525,622
526,622
527,622
528,622
529,622
530,622
531,622
532,622
533,622
534,622
535,622
536,622
537,622
538,622
539,622
540,622
541,622
542,622
543,622
544,622
545,622
546,622
547,622
548,622
549,622
550,622
551,642
552,642
553,642
554,642
555,642
556,642
557,642
558,642
559,642
560,642
561,642
562,642
563,642
564,642
565,642
566,642
567,642
568,642
569,642
570,642
571,642
572,642
573,642
574,642
575,646
576,646
577,646
578,646
579,646
580,646
581,646
582,646
583,646
584,646
585,646
586,646
587,646
588,646
589,646
590,646
591,646
592,647
593,647
594,647
595,647
596,647
597,647
598,647
599,647
600,647
601,647
602,647
603,647
604,647
605,647
606,647
607,647
608,647
609,647
610,647
611,655
612,655
613,655
614,655
615,655
616,655
617,655
618,655
619,655
620,655
621,655
622,655
623,655
624,655
625,655
626,655
627,655
628,655
629,670
630,670
631,670
632,670
633,670
634,670
635,670
636,670
637,670
638,670
639,670
640,670
641,670
642,670
643,670
644,670
645,670
646,670
647,670
648,670
649,670
650,670
651,670
652,670
653,670
654,675
655,675
656,675
657,675
658,683
659,683
660,683
661,683
662,683
663,683
664,691
665,691
666,691
667,691
668,691
669,691
670,691
671,691
672,691
673,691
674,691
675,691
676,691
677,691
678,691
679,691
680,691
681,691
682,691
683,691
684,691
685,691
686,692
687,692
688,692
689,692
690,692
691,692
692,692
693,692
694,692
695,692
696,692
697,692
698,692
699,692
700,692
701,692
702,698
703,698
704,698
705,698
706,698
707,698
708,698
709,698
710,698
711,698
712,698
713,698
714,698
715,698
716,698
717,698
718,698
719,698
720,698
721,698
722,698
723,698
724,698
725,698
726,698
727,698
728,698
729,698
730,698
731,700
732,700
733,700
734,700
735,700
736,700
737,700
738,700
739,700
740,700
741,700
742,700
743,700
744,700
745,700
746,700
747,700
748,700
749,701
750,701
751,701
752,701
753,701
754,705
755,705
756,705
757,705
758,705
759,705
760,705
761,705
762,705
763,705
764,705
765,705
766,705
767,705
768,705
769,705
770,705
771,705
772,705
773,705
774,705
775,705
776,705
777,705
778,705
779,707
780,707
781,707
782,707
783,707
784,707
785,707
786,707
787,707
788,707
789,707
790,707
791,707
792,707
793,707
794,707
795,707
796,707
797,713
798,713
799,713
800,713
801,715
802,715
803,715
804,715
805,715
806,723
807,723
808,723
809,723
810,723
811,723
812,723
813,723
814,723
815,723
816,723
817,723
818,732
819,732
820,732
821,732
822,732
823,732
824,732
825,732
826,732
827,732
828,732
829,732
830,732
831,738
832,738
833,738
834,738
835,738
836,738
837,738
838,738
839,738
840,738
841,738
842,738
843,738
844,738
845,738
846,738
847,738
848,738
849,738
850,738
851,738
852,738
853,738
854,738
855,738
856,738
857,738
858,738
859,738
860,738
861,738
862,738
863,738
864,740
865,740
866,740
867,740
868,740
869,740
870,740
871,740
872,740
873,740
874,740
875,740
876,741
877,741
878,741
879,741
880,741
881,741
882,741
883,741
884,741
885,741
886,741
887,741
888,741
889,741
890,741
891,741
892,741
893,741
894,741
895,741
896,741
897,741
898,741
899,741
900,741
901,741
902,741
903,741
904,741
905,741
906,741
907,741
908,741
909,741
910,741
911,741
912,741
913,741
914,741
915,741
916,741
917,741
918,741
919,741
920,741
921,741
922,741
923,741
924,741
925,741
