Iterations,Scores
0,50
1,50
2,50
3,50
4,50
5,50
6,50
7,50
8,50
9,50
10,50
11,50
12,50
13,50
14,50
15,50
16,50
17,50
18,50
19,50
20,50
21,50
22,50
23,50
24,50
25,50
26,50
27,50
28,50
29,50
30,50
31,50
32,50
33,50
34,50
35,50
36,50
37,50
38,50
39,50
40,50
41,50
42,50
43,50
44,326
45,326
46,326
47,326
48,178
49,178
50,178
51,178
52,170
53,181
54,196
55,165
56,165
57,165
58,165
59,165
60,165
61,165
62,200
63,200
64,200
65,191
66,191
67,191
68,191
69,188
70,185
71,185
72,185
73,185
74,194
75,194
76,194
77,194
78,194
79,194
80,194
81,190
82,190
83,190
84,190
85,190
86,190
87,190
88,190
89,190
90,190
91,190
92,190
93,190
94,190
95,190
96,75
97,75
98,75
99,75
100,75
101,75
102,75
103,70
104,70
105,70
106,70
107,70
108,70
109,70
110,70
111,70
112,70
113,70
114,70
115,70
116,70
117,86
118,86
119,86
120,86
121,86
122,86
123,86
124,86
125,86
126,197
127,197
128,197
129,197
130,203
131,203
132,203
133,197
134,127
135,127
136,127
137,127
138,127
139,127
140,127
141,127
142,111
143,115
144,115
145,115
146,115
147,115
148,133
149,133
150,133
151,133
152,133
153,133
154,133
155,133
156,188
157,188
158,188
159,188
160,135
161,135
162,125
163,125
164,125
165,125
166,124
167,124
168,124
169,124
170,124
171,124
172,126
173,126
174,126
175,126
176,130
177,130
178,130
179,130
180,130
181,130
182,130
183,130
184,130
185,130
186,130
187,180
188,180
189,180
190,180
191,180
192,180
193,177
194,177
195,177
196,177
197,177
198,177
199,177
200,177
201,177
202,177
203,177
204,177
205,177
206,177
207,154
208,154
209,154
210,153
211,153
212,153
213,153
214,153
215,153
216,153
217,153
218,153
219,153
220,153
221,131
222,184
223,184
224,184
225,184
226,184
227,196
228,196
229,196
230,196
231,196
232,196
233,196
234,196
235,196
236,196
237,196
238,195
239,195
240,195
241,195
242,195
243,195
244,195
245,195
246,187
247,187
248,187
249,187
250,187
251,187
252,187
253,187
254,174
255,174
256,174
257,174
258,174
259,174
260,174
261,174
262,174
263,179
264,179
265,179
266,179
267,179
268,179
269,129
270,114
271,114
272,114
273,114
274,114
275,114
276,114
277,114
278,114
279,114
280,114
281,114
282,114
283,114
284,114
285,114
286,114
287,128
288,128
289,128
290,128
291,144
292,144
293,144
294,144
295,144
296,144
297,144
298,178
299,178
300,178
301,178
302,178
303,178
304,178
305,178
306,178
307,178
308,178
309,178
310,178
311,178
312,178
313,178
314,178
315,178
316,178
317,178
318,178
319,178
320,178
321,178
322,178
323,178
324,196
325,196
326,196
327,196
328,196
329,196
330,196
331,196
332,222
333,222
334,222
335,222
336,261
337,261
338,261
339,261
340,261
341,261
342,261
343,261
344,261
345,261
346,261
347,261
348,261
349,261
350,261
351,261
352,261
353,261
354,261
355,261
356,307
357,307
358,307
359,307
360,307
361,307
362,307
363,307
364,307
365,307
366,307
367,307
368,307
369,307
370,307
371,307
372,307
373,307
374,307
375,313
376,313
377,313
378,313
379,313
380,313
381,313
382,313
383,315
384,315
385,315
386,315
387,315
388,315
389,315
390,315
391,315
392,315
393,315
394,315
395,315
396,315
397,315
398,315
399,315
400,315
401,315
402,315
403,315
404,315
405,315
406,315
407,315
408,315
409,315
410,315
411,315
412,315
413,315
414,315
415,315
416,315
417,315
418,315
419,315
420,315
421,315
