Iterations,Scores
0,98
1,98
2,98
3,98
4,96
5,96
6,143
7,143
8,143
9,143
10,68
11,68
12,68
13,68
14,68
15,68
16,68
17,68
18,68
19,68
20,68
21,68
22,64
23,51
24,51
25,51
26,51
27,51
28,51
29,51
30,51
31,51
32,51
33,51
34,51
35,51
36,51
37,51
38,51
39,51
40,51
41,51
42,134
43,134
44,134
45,134
46,81
47,81
48,81
49,81
50,81
51,81
52,81
53,81
54,81
55,81
56,81
57,81
58,81
59,81
60,81
61,81
62,145
63,145
64,145
65,159
66,159
67,158
68,158
69,158
70,158
71,158
72,158
73,158
74,158
75,158
76,158
77,158
78,158
79,158
80,69
81,69
82,69
83,69
84,69
85,69
86,69
87,69
88,73
89,73
90,73
91,73
92,78
93,78
94,78
95,78
96,78
97,78
98,78
99,78
100,60
101,60
102,60
103,60
104,60
105,60
106,60
107,60
108,60
109,60
110,60
111,60
112,60
113,60
114,60
115,50
116,50
117,50
118,50
119,50
120,50
121,50
122,50
123,50
124,50
125,50
126,58
127,58
128,58
129,58
130,58
131,58
132,58
133,58
134,58
135,57
136,57
137,57
138,57
139,57
140,57
141,57
142,44
143,44
144,44
145,44
146,44
147,44
148,44
149,44
150,44
151,44
152,44
153,44
154,44
155,44
156,44
157,44
158,44
159,44
160,44
161,42
162,42
163,42
164,42
165,42
166,42
167,42
168,42
169,42
170,42
171,42
172,42
173,42
174,42
175,42
176,42
177,42
178,42
179,42
180,42
181,42
182,42
183,42
184,42
185,42
186,42
187,42
188,42
189,42
190,42
191,42
192,42
193,42
194,42
195,42
196,42
197,42
198,42
199,42
200,42
201,42
202,19
203,19
204,19
205,19
206,19
207,19
208,19
209,19
210,19
211,19
212,19
213,19
214,19
215,19
216,19
217,22
218,22
219,22
220,22
221,22
222,22
223,22
224,22
225,22
226,22
227,22
228,22
229,22
230,22
231,22
232,22
233,22
234,22
235,22
236,22
237,22
238,22
239,22
240,22
241,22
242,22
243,22
244,22
245,22
246,22
247,22
248,22
249,22
250,22
251,22
252,22
253,22
254,22
255,22
256,22
257,22
258,22
259,22
260,45
261,45
262,45
263,34
264,34
265,34
266,34
267,34
268,34
269,34
270,34
271,34
272,34
273,34
274,40
275,40
276,40
277,40
278,40
279,40
280,40
281,40
282,40
283,40
284,40
285,40
286,40
287,40
288,40
289,40
290,40
291,40
292,40
293,40
294,40
295,40
296,40
297,40
298,40
299,51
300,51
301,51
302,51
303,51
304,51
305,51
306,51
307,51
308,51
309,51
310,51
311,51
312,101
313,101
314,93
315,93
316,93
317,93
318,93
319,93
320,91
321,91
322,91
323,91
324,91
325,91
326,91
327,91
328,91
329,91
330,91
331,91
332,91
333,91
334,91
335,91
336,91
337,90
338,91
339,91
340,91
341,91
342,92
343,92
344,92
345,92
346,92
347,92
348,92
349,92
350,92
351,92
352,92
353,92
354,78
355,78
356,78
357,78
358,78
359,82
360,82
361,82
362,82
363,82
364,82
365,82
366,82
367,82
368,82
369,82
370,82
371,82
372,82
373,82
374,82
375,82
376,44
377,44
378,44
379,44
380,44
381,44
382,44
383,44
384,44
385,44
386,44
387,44
388,44
389,44
390,44
391,44
392,44
393,44
394,44
395,44
396,44
397,44
398,44
399,44
