Iterations,Scores
0,40
1,40
2,129
3,129
4,129
5,129
6,129
7,129
8,181
9,181
10,181
11,148
12,148
13,148
14,171
15,171
16,171
17,171
18,171
19,171
20,171
21,171
22,171
23,171
24,275
25,275
26,275
27,275
28,275
29,162
30,162
31,162
32,162
33,162
34,162
35,162
36,162
37,308
38,314
39,315
40,321
41,321
42,320
43,320
44,320
45,304
46,304
47,291
48,291
49,291
50,291
51,291
52,291
53,291
54,291
55,309
56,305
57,298
58,259
59,259
60,259
61,259
62,259
63,259
64,259
65,261
66,261
67,189
68,189
69,189
70,189
71,189
72,189
73,189
74,189
75,189
76,189
77,189
78,189
79,145
80,145
81,145
82,145
83,145
84,144
85,144
86,144
87,144
88,144
89,144
90,124
91,124
92,124
93,124
94,124
95,124
96,124
97,124
98,124
99,124
100,124
101,124
102,124
103,124
104,124
105,124
106,124
107,124
108,124
109,124
110,124
111,124
112,124
113,124
114,124
115,124
116,124
117,124
118,124
119,84
120,84
121,84
122,84
123,84
124,84
125,84
126,84
127,108
128,108
129,108
130,47
131,47
132,47
133,47
134,47
135,47
136,47
137,47
138,47
139,47
140,47
141,47
142,47
143,47
144,47
145,47
146,47
147,47
148,105
149,104
150,104
151,104
152,104
153,104
154,104
155,104
156,104
157,104
158,104
159,104
160,81
161,57
162,84
163,84
164,84
165,84
166,84
167,107
168,107
169,107
170,107
171,107
172,107
173,107
174,131
175,131
176,131
177,131
178,131
179,131
180,131
181,135
182,135
183,135
184,135
185,135
186,135
187,135
188,135
189,135
190,135
191,135
192,135
193,135
194,135
195,153
196,153
197,153
198,153
199,153
200,153
201,155
202,155
203,155
204,157
205,157
206,157
207,157
208,157
209,157
210,157
211,169
212,169
213,169
214,220
215,220
216,220
217,220
218,220
219,220
220,220
221,220
222,220
223,220
224,220
225,220
226,220
227,220
228,220
229,220
230,220
231,220
232,220
233,220
234,220
235,220
236,220
237,220
238,220
239,220
240,220
241,213
242,213
243,213
244,203
245,203
246,203
247,203
248,203
249,204
250,204
251,204
252,204
253,204
254,204
255,204
256,204
257,204
258,204
259,204
260,204
261,212
262,212
263,212
264,212
265,212
266,212
267,252
268,252
269,252
270,252
271,252
272,252
273,252
274,252
275,252
276,252
277,252
278,252
